id,date_utc,text,sender_id,reply_to,views,forwards
152,2024-07-23 10:11:16,TP1 HIT,-1002079334288,,95,0
153,2024-07-23 12:02:58,AFTER Hitting TP1. It went back to entry price and then Hit TP1 Again.,-1002079334288,,95,0
154,2024-07-23 13:36:11,TP2 HIT,-1002079334288,,93,0
155,2024-07-23 14:14:00,TP3 HIT,-1002079334288,,94,0
156,2024-07-23 14:18:10,TRADE FULLY CLOSED,-1002079334288,,97,0
157,2024-07-23 14:18:36,"CONGRATS 

to everyone who held on this trade",-1002079334288,,108,0
158,2024-07-24 13:17:34,"BUY 

PRICE: 2415.55

SL: 2409

TP1 2417.55

TP2 2419

TP3 2422.85",-1002079334288,,117,0
160,2024-07-24 13:30:32,TP1 HIT,-1002079334288,,117,0
161,2024-07-24 13:33:49,TP2 HIT,-1002079334288,,121,0
162,2024-07-24 13:37:10,"FOR LONGER TP's

TP4 2425

TP5 2430

TP6 2435",-1002079334288,,126,0
163,2024-07-24 13:37:55,"WE ARE SMASHING!!!

TP1 , TP2 and now TP3 HIT!!!",-1002079334288,,131,0
164,2024-07-24 13:48:23,TP4 HIT!!,-1002079334288,,134,0
165,2024-07-24 15:08:24,TP5 HIT,-1002079334288,,132,0
166,2024-07-24 15:19:36,CLOSED THIS TRADE,-1002079334288,,136,0
167,2024-07-25 10:53:43,"SELL LIMIT

PRICE: 2380.50

SL: 2386.50

tp1: 2377.50

tp2 2374.50",-1002079334288,,137,0
168,2024-07-25 10:55:21,USE PROPER RISK MANAGEMENT,-1002079334288,,137,0
169,2024-07-25 10:57:06,activated,-1002079334288,,135,0
170,2024-07-25 11:16:51,TP1 HIT!!!,-1002079334288,,135,0
171,2024-07-25 11:17:21,TP2 HIT!!!,-1002079334288,,135,0
172,2024-07-25 11:18:28,CLOSING THIS TRADE!!! +50pips!!!,-1002079334288,,143,0
175,2024-07-30 10:55:50,"SELL NOW 2391.50

SL 2396.90

TP1 2389.50

TP2 2386.50

TP3 2383.50",-1002079334288,,107,0
176,2024-07-30 11:12:06,CLOSE THE TRADE  we will find another Entry!,-1002079334288,,111,0
177,2024-07-30 11:12:32,CLOSED AT BREAK EVEN!!!,-1002079334288,,112,0
178,2024-08-01 09:46:54,"XAUUSD BUY LIMIT

PRICE 2430.53

SL: 2424.36

TP1 2432.53

TP2 2434.53

TP3 2437.53

TP4 2441.84",-1002079334288,,113,0
179,2024-08-01 09:53:19,activated,-1002079334288,,109,0
180,2024-08-01 09:55:55,TP1 HIT!!!!,-1002079334288,,111,0
181,2024-08-01 09:56:04,SNIPER ENTRY!!!,-1002079334288,,114,0
182,2024-08-01 09:58:29,,-1002079334288,,129,0
183,2024-08-01 10:08:09,TP2 HIT!,-1002079334288,,128,0
184,2024-08-01 11:27:55,TP3 HIT!!!,-1002079334288,,125,0
185,2024-08-01 11:52:28,TP4!!!,-1002079334288,,128,0
186,2024-08-01 12:08:21,Hiiting all our TP's!! closing this trade,-1002079334288,,123,0
187,2024-08-01 12:08:51,+110 PIPS!!!!,-1002079334288,,124,0
188,2024-08-01 12:27:47,CLOSED This trade!!! CONGRATULATIONS to those who entered this trade,-1002079334288,,127,0
189,2024-08-02 13:15:08,"SELL LIMIT XAUUSD

PRICE: 2466

SL: 2474.45

TP1: 2464

TP2: 2461

TP3: 2458",-1002079334288,,112,0
190,2024-08-02 13:41:12,TP 1 hit,-1002079334288,,112,0
191,2024-08-02 14:39:32,TP2 and TP3 hit!!!,-1002079334288,,118,0
192,2024-08-05 10:22:29,"BUY LIMIT XAUUSD

PRICE: 2414.50

SL: 2402.99

TP1: 2416.65

TP2: 2420.65

TP3: 2424.96


PLS USE PROPER RISK MANAGEMENT BASED ON YOUR FUNDS. HAPPY SAFE TRADING GUYS.",-1002079334288,,111,0
193,2024-08-05 10:51:03,ACTIVATED,-1002079334288,,111,0
194,2024-08-05 11:10:20,SL Hit,-1002079334288,,108,0
195,2024-08-05 11:52:40,We will find another entry again.,-1002079334288,,106,0
196,2024-08-06 12:13:07,"BUY XAUUSD

PRICE: 2407.77

SL: 2403.50

TP1: 2409.70

TP2: 2413.50

TP3: 2416.96


PLS USE PROPER RISK MANAGEMENT BASED ON YOUR FUNDS. HAPPY SAFE TRADING GUYS.",-1002079334288,,95,0
197,2024-08-06 12:14:02,TP1 HIT!!!!,-1002079334288,,93,0
198,2024-08-06 12:29:26,We Hit TP1 then went down to Hit SL,-1002079334288,,99,0
199,2024-08-07 02:40:29,"SELL XAUUSD

PRICE: 2388

SL: 2391

TP1: 2385

TP2: 2383

TP3: 2380


PLS USE PROPER RISK MANAGEMENT BASED ON YOUR FUNDS. HAPPY SAFE TRADING GUYS.",-1002079334288,,99,0
200,2024-08-07 02:46:51,TP1 HIT,-1002079334288,,89,0
201,2024-08-07 02:48:25,TP2 HIT,-1002079334288,,93,0
202,2024-08-07 02:51:56,,-1002079334288,,96,0
203,2024-08-07 02:51:57,CONGRATULATIONS Everyone!!!! Hiiting TP1 and TP2 in 10mns!!!,-1002079334288,,97,0
204,2024-08-08 13:18:06,"BUY LIMIT XAUUSD

PRICE: 2401.81

SL: 2396

TP1: 2403.50

TP2: 2406.50

TP3 2409.50

TP4 2412


PLS USE PROPER RISK MANAGEMENT BASED ON YOUR FUNDS. HAPPY SAFE TRADING GUYS.",-1002079334288,,98,0
205,2024-08-08 13:27:28,SL Edited,-1002079334288,,95,0
206,2024-08-08 14:49:52,"BUY LIMIT XAUUSD

PRICE: 2411.73

SL: 2404.31

TP1: 2413.73

TP2: 2416

TP3 2419

TP4 2421


PLS USE PROPER RISK MANAGEMENT BASED ON YOUR FUNDS. HAPPY SAFE TRADING GUYS",-1002079334288,,109,0
207,2024-08-09 02:06:32,Delete all the Pending orders you placed... We will look for another entry,-1002079334288,,106,0
208,2024-08-09 11:30:31,"BUY LIMIT XAUUSD

PRICE: 2427.10

SL: 2422.50

TP1: 2429.10

TP2: 2430.50

TP3: 2432.26


PLS USE PROPER RISK MANAGEMENT BASED ON YOUR FUNDS. HAPPY SAFE TRADING GUYS.",-1002079334288,,118,0
209,2024-08-09 11:40:24,Activated,-1002079334288,,113,0
210,2024-08-09 12:30:54,CLOSE THIS TRADE. WE HIT BREAK EVEN. Looking for another Entry!,-1002079334288,,113,0
211,2024-08-13 16:27:13,"BUY LIMIT  XAUUSD

PRICE: 2466.30

SL: 2463,80

TP1: 2468

TP2: 2470

TP3: 2472


PLS USE PROPER RISK MANAGEMENT BASED ON YOUR FUNDS. HAPPY SAFE TRADING GUYS.",-1002079334288,,79,0
212,2024-08-13 16:30:10,activated,-1002079334288,,78,0
213,2024-08-13 16:31:02,TP1 HIT!!!,-1002079334288,,81,0
214,2024-08-13 16:31:57,SNIPER ENTRY!!!! We hit TP 1 in 30seconds,-1002079334288,,91,0
215,2024-08-13 16:35:19,,-1002079334288,,96,0
216,2024-08-13 17:02:45,TP2 Hit,-1002079334288,,90,0
217,2024-08-14 01:05:00,congratulations to all who made profits today. We will look for another entries. In the coming days.,-1002079334288,,89,0
218,2024-08-14 08:51:25,"SELL NOW XAUUSD

PRICE: 2476

SL: 2482

TP1: 2473

TP2: 2470

TP3: 2465


PLS USE PROPER RISK MANAGEMENT BASED ON YOUR FUNDS. HAPPY SAFE TRADING GUYS.",-1002079334288,,92,0
219,2024-08-14 11:07:54,"BUY LIMIT XAUUSD

PRICE: 2470.80

SL: 2466

TP1: 2472.78

TP2: 2475.50

TP3: 2477.77


PLS USE PROPER RISK MANAGEMENT BASED ON YOUR FUNDS. HAPPY SAFE TRADING GUYS.",-1002079334288,,99,0
220,2024-08-14 11:29:20,WE Hit TP1 on this one! CLOSING THIS TRADE,-1002079334288,218,94,0
221,2024-08-14 12:23:52,CLOSE ALL TRADES GUYS»>NEWS COMING,-1002079334288,,94,0
222,2024-08-15 14:09:59,"SELL LIMIT XAUUSD

PRICE: 2450.50

SL: 2457

TP1: 2447

TP2: 2444

TP3: 2440

TP4: 2436

TP5 2432


PLS USE PROPER RISK MANAGEMENT BASED ON YOUR FUNDS. HAPPY SAFE TRADING GUYS.",-1002079334288,,103,0
223,2024-08-15 14:10:38,Make sure to put SELL LIMIT Not Instant execution,-1002079334288,,103,0
224,2024-08-15 14:10:54,Happy Trading Guys,-1002079334288,,106,0
225,2024-08-15 14:28:29,ACTIVATED,-1002079334288,,104,0
226,2024-08-15 14:46:16,SL HIT...We will look for another entry,-1002079334288,,103,0
227,2024-08-16 11:39:08,"BUY LIMIT XAUUSD

PRICE: 2463.80

SL: 2458.90

TP1: 2465.90

TP2: 2468

TP3: 2472


PLS USE PROPER RISK MANAGEMENT BASED ON YOUR FUNDS. HAPPY SAFE TRADING GUYS.",-1002079334288,,91,0
228,2024-08-17 01:42:15,"CLOSING THE WEEK WITH WINS

4 TRADES THROWN THIS WEEK

3 Wins
1 Sl

Enjoy your weekend everyone!",-1002079334288,,79,0
229,2024-08-19 14:01:54,"SELL NOW XAUUSD

PRICE: 2496.88

SL: 2501

TP1: 2494.88

TP2: 2491.20

TP3: 2486.92


PLS USE PROPER RISK MANAGEMENT BASED ON YOUR FUNDS. HAPPY SAFE TRADING GUYS.",-1002079334288,,71,0
230,2024-08-19 14:21:53,TP1 HIT!!!!!,-1002079334288,,72,0
231,2024-08-19 14:36:18,WE ARE GOOD FOR TODAY!!!! Hitting TP1!!! Congrats guys!!!,-1002079334288,,71,0
232,2024-08-19 15:04:00,"SELL NOW XAUUSD

PRICE: 2502.50

SL: 2508

TP1: 2500

TP2: 2496

TP3: 2493

TP4 2400


PLS USE PROPER RISK MANAGEMENT BASED ON YOUR FUNDS. HAPPY SAFE TRADING GUYS.",-1002079334288,,80,0
233,2024-08-19 17:55:02,We Hit TP1 earlier. and still running,-1002079334288,,75,0
234,2024-08-20 13:16:18,"SELL NOW XAUUSD

PRICE: 2526

SL: 2535

TP1: 2523

TP2: 2518

TP3: 2515

TP4 2510


PLS USE PROPER RISK MANAGEMENT BASED ON YOUR FUNDS. HAPPY SAFE TRADING GUYS.",-1002079334288,,86,0
235,2024-08-20 13:32:43,you can move your SL to 2535,-1002079334288,,84,0
236,2024-08-20 13:36:36,TP1 HIT!!!!!,-1002079334288,,85,0
237,2024-08-20 14:24:54,it came back to TP1 again!!!,-1002079334288,,84,0
238,2024-08-20 15:09:02,hitting TP 2 and TP3,-1002079334288,,83,0
239,2024-08-20 15:09:20,TP4,-1002079334288,,79,0
240,2024-08-20 15:40:19,MOVE YOUR SL TO TP2,-1002079334288,,77,0
241,2024-08-20 15:53:45,"FOR LONGER TP's

TP5 2499

TP6 2491

PLS USE PROPER RISK MANAGEMENT BASED ON YOUR FUNDS. HAPPY SAFE TRADING GUYS.",-1002079334288,,82,0
242,2024-08-20 15:55:43,MOVE Your SL to TP3,-1002079334288,,80,0
243,2024-08-20 19:22:27,"TRADE CLOSED. Hitting TP4

CONGRATS EVERYONE",-1002079334288,,80,0
244,2024-08-21 04:24:18,We got +160 pips In profit for this trade. Let's look for an entry later. Have a Good day everyone.,-1002079334288,,78,0
245,2024-08-21 14:03:16,"BUY NOW  XAUUSD

PRICE: 2496.30

SL: 2590

TP1: 2499

TP2: 2502.50

TP3: 2505.3


PLS USE PROPER RISK MANAGEMENT BASED ON YOUR FUNDS. HAPPY SAFE TRADING GUYS.",-1002079334288,,89,0
246,2024-08-21 14:04:11,TP1 HIT!!!!,-1002079334288,,89,0
247,2024-08-21 14:07:12,TP2 hit!!!!,-1002079334288,,93,0
248,2024-08-21 14:14:14,"For Longer TP's

TP4 2507

TP5: 2511

TP6: 2514


PLS USE PROPER RISK MANAGEMENT BASED ON YOUR FUNDS. HAPPY SAFE TRADING GUYS.",-1002079334288,,97,0
249,2024-08-21 14:14:22,We hit TP3!!!!,-1002079334288,,90,0
250,2024-08-21 15:28:23,We hit TP4,-1002079334288,,93,0
251,2024-08-21 15:58:29,TP5!!!!,-1002079334288,,90,0
252,2024-08-21 15:59:02,,-1002079334288,,101,0
253,2024-08-22 11:38:35,"BUY NOW

PRICE: 2499

SL: 2495

TP1 2501

TP2 2505

TP3 2010",-1002079334288,,112,0
254,2024-08-22 11:40:38,TP1 HIT!!!,-1002079334288,,111,0
255,2024-08-22 12:32:27,We hit TP1 again!!!,-1002079334288,,111,0
256,2024-08-23 09:01:30,"SELL XAUUSD

PRICE: 2500

SL: 2506

TP1 2498

TP2 2495

TP3 2490

PLS USE PROPER RISK MANAGEMENT BASED ON YOUR FUNDS. HAPPY SAFE TRADING GUYS.",-1002079334288,,110,0
257,2024-08-23 09:04:01,TP1 HIT!!!,-1002079334288,,115,0
258,2024-08-23 12:52:04,closing this trade before News,-1002079334288,,115,0
259,2024-08-23 12:52:14,Congrats to all who got profit!,-1002079334288,,119,0
260,2024-08-26 14:01:31,"BUY  XAUUSD

PRICE: 2511

SL: 2506

TP1 2513

TP2 2515

TP3 2523

PLS USE PROPER RISK MANAGEMENT BASED ON YOUR FUNDS. HAPPY SAFE TRADING GUYS.",-1002079334288,,86,0
262,2024-08-26 14:03:57,TP1 HIT!!!,-1002079334288,,84,0
263,2024-08-26 14:05:11,TP2 HIT!!!,-1002079334288,,84,0
264,2024-08-26 14:13:45,First Trade of the Week!!! We got +50pips!!! Congratulations to all who traded!!!,-1002079334288,,83,0
265,2024-08-27 12:31:49,"BUY NOW XAUUSD

PRICE: 2507.50

SL: 2501

TP1 2510

TP2 2513

TP3 2516

PLS USE PROPER RISK MANAGEMENT BASED ON YOUR FUNDS. HAPPY SAFE TRADING GUYS.",-1002079334288,,82,0
266,2024-08-27 13:14:13,"BUY LIMIT XAUUSD

PRICE: 2505

SL: 2500

TP1 2508

TP2 2511

TP3 2515

PLS USE PROPER RISK MANAGEMENT BASED ON YOUR FUNDS. HAPPY SAFE TRADING GUYS.",-1002079334288,,85,0
267,2024-08-27 13:33:13,TP1 HIT!!!,-1002079334288,266,82,0
268,2024-08-27 13:38:55,TP2 hit!!!,-1002079334288,266,84,0
269,2024-08-27 13:47:47,TP2 Hit!!!,-1002079334288,265,87,0
270,2024-08-27 14:28:50,TP3 HIT,-1002079334288,266,84,0
271,2024-08-27 14:29:00,TP3 HIT!!!,-1002079334288,265,85,0
272,2024-08-27 14:29:11,CLOSING ALL THE TRADES!!!,-1002079334288,,86,0
273,2024-08-28 01:57:02,Hello Guys!!! Before the day ends. I would like to congratulate all of us. For taking the trades. Tomorrow is another trading day. Let's make some profits! Lets have a winning Wednesday!,-1002079334288,,82,0
274,2024-08-28 10:15:42,READY?,-1002079334288,,83,0
275,2024-08-28 10:17:08,"BUY LIMIT XAUUSD

PRICE: 2504

SL: 2500

TP1 2507

TP2 2511

TP3 2516

PLS USE PROPER RISK MANAGEMENT BASED ON YOUR FUNDS. HAPPY SAFE TRADING GUYS.",-1002079334288,,79,0
276,2024-08-28 10:19:09,Edited TP1 to 2507,-1002079334288,,77,0
277,2024-08-28 10:48:03,ACTIVATED,-1002079334288,,75,0
278,2024-08-28 11:06:05,Adjust SL to 2498,-1002079334288,,75,0
279,2024-08-28 11:30:55,"CLOSE THE TRADE

BREAKEVEN. Lets find another entry",-1002079334288,,76,0
280,2024-08-28 11:31:27,Lets wait for New york session,-1002079334288,,80,0
281,2024-08-28 12:23:08,"BUY LIMIT XAUUSD

PRICE: 2495

SL: 2490

TP1 2497

TP2 2500

TP3 2505

PLS USE PROPER RISK MANAGEMENT BASED ON YOUR FUNDS. HAPPY SAFE TRADING GUYS.",-1002079334288,,89,0
282,2024-08-28 12:31:32,ACTIVATED!,-1002079334288,,94,0
283,2024-08-28 12:45:36,TP1 HIT!!!,-1002079334288,,94,0
284,2024-08-28 12:56:43,TP2 HIT!!!,-1002079334288,,97,0
285,2024-08-28 13:25:21,TP3 HIT!!!,-1002079334288,,97,0
286,2024-08-28 15:16:04,I Hope everuone's good with their profits!!!! today. secure your earnings. We will have another day tomorrow!!! Congratulations everyone!!!,-1002079334288,,96,0
287,2024-08-29 12:31:02,ARE YOU READY? Lets make some Profits!!!!,-1002079334288,,88,0
288,2024-08-29 13:51:31,"SELL LIMIT XAUUSD

PRICE: 2517.50

SL: 2523

TP1 2515

TP2 2512

TP3 2507

TP4 2503

PLS USE PROPER RISK MANAGEMENT BASED ON YOUR FUNDS. HAPPY SAFE TRADING GUYS.",-1002079334288,,99,0
289,2024-08-29 13:55:37,ACTIVATED,-1002079334288,,104,0
290,2024-08-29 14:20:12,TP1 HIT!!!,-1002079334288,,105,0
291,2024-08-29 15:29:22,"BUY LIMIT XAUUSD

PRICE: 2515

SL: 2510

TP1 2517

TP2 2521

TP3 2525

PLS USE PROPER RISK MANAGEMENT BASED ON YOUR FUNDS. HAPPY SAFE TRADING GUYS.",-1002079334288,,108,0
292,2024-08-30 02:05:19,ACTIVATED,-1002079334288,,105,0
293,2024-08-30 02:13:56,CLOSE THIS TRADE ON ENTRY PRICE FOR  BREAKEVEN,-1002079334288,,110,0
294,2024-08-30 14:01:58,"BUY LIMIT XAUUSD

PRICE: 2513

SL: 2508

TP1 2515

TP2 2518

TP3 2525

PLS USE PROPER RISK MANAGEMENT BASED ON YOUR FUNDS. HAPPY SAFE TRADING GUYS.",-1002079334288,,102,0
295,2024-08-30 14:06:09,TP1 HIT!!!,-1002079334288,,103,0
296,2024-08-30 14:08:20,TP2 HIT!!!,-1002079334288,,105,0
297,2024-08-30 14:25:07,"FINISHED THE WEEK TRADE WITH WINS

XAUUSD/GOLD ✅ +50 pips
XAUUSD/GOLD ✅ +100 pips
XAUUSD/GOLD ✅ +120 pips
XAUUSD/GOLD ✅ +100 pips
XAUUSD/GOLD ✅ +15 pips
XAUUSD/GOLD ✅ +50 pips

TOTAL: +535 Pips

TOTAL TRADES: 6

WINS: 6
LOSSES: 0

Results for this week's trades. Congratulations to those who held on our trades. Congratulations mga ka TRUE NORTH!",-1002079334288,,112,0
298,2024-09-02 11:04:53,Another week! are you ready?,-1002079334288,,80,0
299,2024-09-02 11:11:49,"BUY LIMIT XAUUSD

PRICE: 2495.84

SL: 2489.84

TP1 2497.84

TP2 2500

TP3 2504

PLS USE PROPER RISK MANAGEMENT BASED ON YOUR FUNDS. HAPPY SAFE TRADING GUYS.",-1002079334288,,82,0
300,2024-09-02 14:46:15,"SELL NOW XAUUSD

PRICE: 2501.87

SL: 2506.87

TP1 2499.87

TP2 2494

TP3 2490

PLS USE PROPER RISK MANAGEMENT BASED ON YOUR FUNDS. HAPPY SAFE TRADING GUYS.",-1002079334288,,80,0
301,2024-09-02 16:56:08,TP1 HIT,-1002079334288,,77,0
302,2024-09-03 02:26:02,CLOSED ON ENTRY PRICE FOR BREAKEVEN TRADE. We will look for a better entry,-1002079334288,299,75,0
303,2024-09-03 03:28:06,this one hit SL guys.,-1002079334288,299,75,0
304,2024-09-03 11:39:05,"BUY LIMIT XAUUSD

PRICE: 2494

SL: 2489

TP1 2496

TP2 2499

TP3 2503

PLS USE PROPER RISK MANAGEMENT BASED ON YOUR FUNDS. HAPPY SAFE TRADING GUYS.",-1002079334288,,76,0
305,2024-09-03 11:41:43,Activated!!!,-1002079334288,,77,0
306,2024-09-03 11:45:31,adjust SL to 2487,-1002079334288,304,77,0
307,2024-09-03 11:49:29,SL HIT,-1002079334288,,79,0
308,2024-09-03 11:49:54,RECOVERY!!!,-1002079334288,,80,0
309,2024-09-03 11:50:22,BUY NOW,-1002079334288,,81,0
310,2024-09-03 11:52:50,"BUY NOW XAUUSD

PRICE: 2486

SL: 2481

TP1 2490

TP2 2496

TP3 2500

PLS USE PROPER RISK MANAGEMENT BASED ON YOUR FUNDS. HAPPY SAFE TRADING GUYS.",-1002079334288,,84,0
311,2024-09-03 12:00:21,TP1 HIT!!!!,-1002079334288,,82,0
312,2024-09-03 12:14:14,TP2 and TP3 HIT!!!!,-1002079334288,,80,0
313,2024-09-03 12:14:25,+90 PIPS!!!,-1002079334288,,79,0
314,2024-09-03 12:14:34,trade closed!,-1002079334288,,78,0
315,2024-09-03 13:37:12,"BUY NOW XAUUSD

PRICE: 2485

SL: 2480

TP1 2487

TP2 2491

TP3 2501

PLS USE PROPER RISK MANAGEMENT BASED ON YOUR FUNDS. HAPPY SAFE TRADING GUYS",-1002079334288,,91,0
316,2024-09-03 13:40:49,move SL to 2478,-1002079334288,,91,0
317,2024-09-03 13:49:31,SL HIT!!!,-1002079334288,,90,0
318,2024-09-03 13:49:34,RECOVERY!!!,-1002079334288,,88,0
319,2024-09-03 13:49:53,BUY NOW,-1002079334288,,87,0
320,2024-09-03 13:50:33,2475,-1002079334288,,86,0
321,2024-09-03 13:51:32,"BUY NOW XAUUSD

PRICE: 2475

SL: 2470

TP1 2480

TP2 2483

TP3 2489

PLS USE PROPER RISK MANAGEMENT BASED ON YOUR FUNDS. HAPPY SAFE TRADING GU",-1002079334288,,91,0
322,2024-09-03 13:53:32,TP1  HIT!!!!,-1002079334288,,91,0
323,2024-09-03 14:01:01,TP2 HIT!!!,-1002079334288,,90,0
324,2024-09-04 11:06:54,READY?,-1002079334288,,89,0
325,2024-09-04 12:30:27,"BUY LIMIT  XAUUSD

PRICE: 2484.31

SL: 2479

TP1 2486.31

TP2 2490.50

TP3 2494

PLS USE PROPER RISK MANAGEMENT BASED ON YOUR FUNDS. HAPPY SAFE TRADING GUYS.",-1002079334288,,92,0
326,2024-09-04 12:47:05,"SELL LIMIT XAUUSD

PRICE: 2491

SL: 2495

TP1 2489

TP2 2485

TP3 2480

PLS USE PROPER RISK MANAGEMENT BASED ON YOUR FUNDS. HAPPY SAFE TRADING GUYS.",-1002079334288,,99,0
327,2024-09-04 14:09:37,deleted all guys,-1002079334288,,92,0
328,2024-09-05 10:46:05,are you ready for today?,-1002079334288,,93,0
329,2024-09-05 10:54:14,"SELL LIMIT  XAUUSD

PRICE: 2516

SL: 2521

TP1 2513

TP2 2510

TP3 2506

PLS USE PROPER RISK MANAGEMENT BASED ON YOUR FUNDS. HAPPY SAFE TRADING GUYS.",-1002079334288,,114,0
330,2024-09-05 10:59:14,ACTIVATED,-1002079334288,,112,0
331,2024-09-05 12:11:43,"news coming.

you can secure profits now.",-1002079334288,,112,0
332,2024-09-05 12:23:20,Good thing we closed our trades. High impact news is so risky. Congratulations who took some profits.,-1002079334288,,117,0
333,2024-09-05 15:01:32,"BUY NOW 

PRICE: 2506",-1002079334288,,115,0
334,2024-09-05 15:02:36,"TP1 2508

TP2 2510

TP3 2513",-1002079334288,,121,0
335,2024-09-05 15:02:47,SL 2500,-1002079334288,,121,0
336,2024-09-05 15:15:14,TP1 HIT!!!!,-1002079334288,,118,0
337,2024-09-05 15:39:32,TP2 HIT,-1002079334288,,117,0
338,2024-09-05 17:27:14,TP3 HIT!!!,-1002079334288,,116,0
339,2024-09-05 17:27:20,hitting all our TP's,-1002079334288,,117,0
340,2024-09-05 17:27:34,Trade Closed,-1002079334288,,118,0
341,2024-09-06 13:29:50,"BUY NOW XAUUSD

PRICE: 2509.50

SL: 2470

TP1 2511

TP2 2515

TP3 2520

PLS USE PROPER RISK MANAGEMENT BASED ON YOUR FUNDS. HAPPY SAFE TRADING GU",-1002079334288,,92,0
342,2024-09-06 13:32:00,TP1 HIT!!!,-1002079334288,,90,0
343,2024-09-07 17:29:33,"FINISHED THE WEEK TRADE WITH WINS

XAUUSD/GOLD ✅ +20 pips
XAUUSD/GOLD ❌ -40 pips
XAUUSD/GOLD ✅ +140 pips
XAUUSD/GOLD ❌ +50 pips
XAUUSD/GOLD ❌ +50 pips
XAUUSD/GOLD ✅ +70 pips
XAUUSD/GOLD ✅ +20 pips
XAUUSD/GOLD ✅ +20 pips

TOTAL: +270 Pips

TOTAL TRADES: 8

WINS: 5
LOSSES: 3

Results for this week's trades. Congratulations to those who held on our trades. Congratulations mga ka TRUE NORTH!",-1002079334288,,96,0
344,2024-09-09 04:39:39,ready?,-1002079334288,,89,0
345,2024-09-09 04:40:47,"BUY NOW XAUUSD

PRICE: 2497

SL: 2491

TP1 2499

TP2 2502

TP3 2505

PLS USE PROPER RISK MANAGEMENT BASED ON YOUR FUNDS. HAPPY SAFE TRADING GU",-1002079334288,,94,0
346,2024-09-09 05:24:29,CLOSE YOUR TRADES TO Break even!,-1002079334288,,91,0
347,2024-09-09 05:25:03,We will wait for a better Price actions! Still low on volume.,-1002079334288,,93,0
